case:Project,concept:name,time:timestamp
project 147742,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 13:24:06+00:00
project 147742,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 13:24:09+00:00
project 147742,Request For Payment APPROVED by BUDGET OWNER,2018-12-12 11:53:47+00:00
project 147742,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-13 10:42:20+00:00
project 147742,Request Payment,2018-12-21 16:44:50+00:00
project 147742,Payment Handled,2019-01-03 11:59:16+00:00
project 151278,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 13:30:26+00:00
project 151278,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 13:30:40+00:00
project 151278,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 11:23:45+00:00
project 151278,Request Payment,2018-12-10 12:21:25+00:00
project 151278,Payment Handled,2018-12-13 17:31:08+00:00
project 147908,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 13:47:59+00:00
project 147908,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 13:48:06+00:00
project 147908,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 09:44:25+00:00
project 147908,Request Payment,2018-12-11 11:04:27+00:00
project 147908,Payment Handled,2018-12-13 17:31:08+00:00
project 147742,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 14:05:19+00:00
project 147742,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 14:07:10+00:00
project 147742,Request For Payment APPROVED by BUDGET OWNER,2018-12-17 15:44:37+00:00
project 147742,Request For Payment FINAL_APPROVED by SUPERVISOR,2019-01-29 12:05:13+00:00
project 147742,Request Payment,2019-01-31 07:06:12+00:00
project 147742,Payment Handled,2019-02-04 17:31:26+00:00
project 147551,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 14:31:57+00:00
project 147551,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 14:38:56+00:00
project 147551,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-06 15:13:17+00:00
project 147551,Request Payment,2018-12-12 09:15:45+00:00
project 147551,Payment Handled,2018-12-13 17:31:08+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 14:49:34+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 14:52:05+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-17 15:41:46+00:00
project 147556,Request Payment,2018-12-18 09:02:02+00:00
project 147556,Payment Handled,2018-12-20 17:31:30+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 14:54:55+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 14:54:57+00:00
project 147843,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-17 15:45:10+00:00
project 147843,Request Payment,2018-12-17 15:52:18+00:00
project 147843,Payment Handled,2018-12-20 17:31:30+00:00
project 147620,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 15:10:50+00:00
project 147620,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 15:10:52+00:00
project 147620,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 11:21:53+00:00
project 147620,Request Payment,2018-12-13 13:57:04+00:00
project 147620,Payment Handled,2018-12-17 17:31:09+00:00
project 147860,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 15:23:04+00:00
project 147860,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 15:24:35+00:00
project 147860,Request For Payment APPROVED by BUDGET OWNER,2018-12-11 08:26:54+00:00
project 147860,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 17:21:36+00:00
project 147860,Request Payment,2018-12-12 09:25:53+00:00
project 147860,Payment Handled,2018-12-13 17:31:08+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 15:56:59+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 15:57:01+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-09 16:55:07+00:00
project 147556,Request Payment,2018-12-11 11:47:52+00:00
project 147556,Payment Handled,2018-12-13 17:31:08+00:00
project 151278,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 16:13:44+00:00
project 151278,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 16:14:18+00:00
project 151278,Request For Payment APPROVED by BUDGET OWNER,2018-12-09 09:19:44+00:00
project 151278,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 15:35:40+00:00
project 151278,Request Payment,2018-12-10 15:35:41+00:00
project 151278,Payment Handled,2018-12-13 17:31:08+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 16:14:41+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 16:14:44+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 08:09:19+00:00
project 147556,Request Payment,2018-12-11 12:12:00+00:00
project 147556,Payment Handled,2018-12-13 17:31:08+00:00
project 148052,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 16:41:26+00:00
project 148052,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 16:41:30+00:00
project 148052,Request For Payment APPROVED by BUDGET OWNER,2018-12-17 15:45:38+00:00
project 148052,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-18 07:42:46+00:00
project 148052,Request Payment,2018-12-21 14:02:36+00:00
project 148052,Payment Handled,2019-01-03 11:59:16+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 17:08:12+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 17:08:32+00:00
project 147546,Request For Payment APPROVED by BUDGET OWNER,2018-12-10 10:04:43+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 11:10:31+00:00
project 147546,Request Payment,2018-12-18 07:40:54+00:00
project 147546,Payment Handled,2018-12-20 17:31:30+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 17:38:26+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 17:38:41+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 08:07:43+00:00
project 503,Request Payment,2018-12-11 11:39:12+00:00
project 503,Payment Handled,2018-12-13 17:31:08+00:00
project 147649,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 19:21:11+00:00
project 147649,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 19:21:31+00:00
project 147649,Request For Payment APPROVED by BUDGET OWNER,2018-12-09 09:00:28+00:00
project 147649,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-16 05:15:17+00:00
project 147649,Payment Handled,2019-02-04 17:31:26+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 19:43:38+00:00
UNKNOWN,Request For Payment REJECTED by ADMINISTRATION,2018-12-06 19:44:04+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2018-12-09 16:56:39+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 19:54:27+00:00
UNKNOWN,Request For Payment REJECTED by ADMINISTRATION,2018-12-06 20:45:57+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2018-12-12 12:11:08+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 21:51:53+00:00
UNKNOWN,Request For Payment REJECTED by ADMINISTRATION,2018-12-06 22:00:06+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2018-12-09 17:07:13+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 08:12:04+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 08:12:07+00:00
project 147582,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 10:03:33+00:00
project 147582,Request Payment,2018-12-10 10:28:16+00:00
project 147582,Payment Handled,2018-12-13 17:31:08+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 08:50:46+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 08:51:07+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 08:57:10+00:00
project 147556,Request Payment,2018-12-11 09:00:25+00:00
project 147556,Payment Handled,2018-12-13 17:31:08+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 09:13:39+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 09:13:45+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 08:07:00+00:00
project 503,Request Payment,2018-12-11 14:25:37+00:00
project 503,Payment Handled,2018-12-13 17:31:08+00:00
project 147908,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 09:52:24+00:00
project 147908,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 09:52:31+00:00
project 147908,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-09 16:21:09+00:00
project 147908,Request Payment,2018-12-10 12:34:51+00:00
project 147908,Payment Handled,2018-12-13 17:31:08+00:00
project 148052,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 10:00:46+00:00
project 148052,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 10:00:51+00:00
project 148052,Request For Payment APPROVED by BUDGET OWNER,2018-12-10 10:19:22+00:00
project 148052,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-17 05:15:44+00:00
project 148052,Request Payment,2018-12-18 09:34:34+00:00
project 148052,Payment Handled,2018-12-20 17:31:30+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 10:29:39+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 10:29:52+00:00
project 147546,Request For Payment APPROVED by BUDGET OWNER,2018-12-12 13:44:33+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-13 10:15:49+00:00
project 147546,Request Payment,2018-12-13 10:15:50+00:00
project 147546,Payment Handled,2018-12-17 17:31:09+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 10:52:39+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 10:53:37+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-17 15:46:40+00:00
project 147556,Request Payment,2018-12-19 11:40:25+00:00
project 147556,Payment Handled,2018-12-20 17:31:30+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 10:53:28+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2019-01-07 10:26:35+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2019-01-10 12:24:28+00:00
project 503,Request Payment,2019-01-11 10:14:36+00:00
project 503,Payment Handled,2019-01-14 17:31:21+00:00
UNKNOWN,Request For Payment SAVED by EMPLOYEE,2018-12-07 12:30:38+00:00
project 147701,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 13:36:28+00:00
project 147701,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 13:36:36+00:00
project 147701,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 11:19:10+00:00
project 147701,Request Payment,2018-12-11 13:45:02+00:00
project 147701,Payment Handled,2018-12-13 17:31:08+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 13:58:23+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 14:27:32+00:00
project 147546,Request For Payment APPROVED by BUDGET OWNER,2018-12-10 11:17:35+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 08:06:55+00:00
project 147546,Request Payment,2018-12-11 14:26:27+00:00
project 147546,Payment Handled,2018-12-13 17:31:08+00:00
project 152786,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 14:01:42+00:00
project 152786,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 14:02:21+00:00
project 152786,Request For Payment APPROVED by BUDGET OWNER,2018-12-12 13:43:43+00:00
project 152786,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-18 09:03:02+00:00
project 152786,Request Payment,2018-12-18 09:03:03+00:00
project 152786,Payment Handled,2018-12-20 17:31:30+00:00
project 148681,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 14:06:34+00:00
project 148681,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 14:07:00+00:00
project 148681,Request For Payment APPROVED by BUDGET OWNER,2018-12-10 09:21:40+00:00
project 148681,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 10:14:00+00:00
project 148681,Request Payment,2018-12-11 08:01:13+00:00
project 148681,Payment Handled,2018-12-13 17:31:08+00:00
project 148052,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 15:00:28+00:00
project 148052,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 15:03:45+00:00
project 148052,Request For Payment APPROVED by BUDGET OWNER,2018-12-18 10:29:50+00:00
project 148052,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-19 12:31:31+00:00
project 148052,Request Payment,2018-12-19 21:14:39+00:00
project 148052,Payment Handled,2019-01-03 11:59:16+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 15:03:11+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-12-09 22:26:35+00:00
project 503,Request For Payment APPROVED by BUDGET OWNER,2018-12-17 15:51:15+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-18 07:35:40+00:00
project 503,Request Payment,2018-12-18 08:20:13+00:00
project 503,Payment Handled,2018-12-20 17:31:30+00:00
project 148052,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 15:09:34+00:00
project 148052,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 15:10:19+00:00
project 148052,Request For Payment APPROVED by BUDGET OWNER,2018-12-17 15:50:47+00:00
project 148052,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-18 08:43:20+00:00
project 148052,Request Payment,2018-12-18 09:39:04+00:00
project 148052,Payment Handled,2018-12-20 17:31:30+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 15:09:51+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 15:09:56+00:00
project 147843,Request For Payment APPROVED by BUDGET OWNER,2018-12-17 15:49:56+00:00
project 147843,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-18 08:26:28+00:00
project 147843,Request Payment,2018-12-19 12:46:21+00:00
project 147843,Payment Handled,2018-12-20 17:31:30+00:00
project 166742,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 16:06:28+00:00
project 166742,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 16:07:48+00:00
project 166742,Request For Payment APPROVED by BUDGET OWNER,2018-12-09 16:58:30+00:00
project 166742,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 09:22:38+00:00
project 166742,Request Payment,2018-12-11 09:26:34+00:00
project 166742,Payment Handled,2018-12-13 17:31:08+00:00
project 147649,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 16:30:32+00:00
project 147649,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 16:31:48+00:00
project 147649,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-12 11:24:01+00:00
project 147649,Request Payment,2018-12-13 09:14:24+00:00
project 147649,Payment Handled,2018-12-17 17:31:09+00:00
project 148052,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 16:31:56+00:00
project 148052,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 16:32:33+00:00
project 148052,Request For Payment APPROVED by BUDGET OWNER,2018-12-10 08:43:52+00:00
project 148052,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-17 05:15:43+00:00
project 148052,Request Payment,2018-12-18 10:12:47+00:00
project 148052,Payment Handled,2018-12-20 17:31:30+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 16:48:58+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 16:49:00+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-09 16:59:34+00:00
project 147546,Request Payment,2018-12-10 08:57:28+00:00
project 147546,Payment Handled,2018-12-13 17:31:08+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 17:22:52+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 17:25:16+00:00
project 147582,Request For Payment APPROVED by BUDGET OWNER,2018-12-12 13:39:38+00:00
project 147582,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-13 10:15:40+00:00
project 147582,Request Payment,2018-12-13 10:15:40+00:00
project 147582,Payment Handled,2018-12-17 17:31:09+00:00
project 147649,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 17:31:20+00:00
project 147649,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 17:31:43+00:00
project 147649,Request For Payment APPROVED by BUDGET OWNER,2018-12-12 11:23:02+00:00
project 147649,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-13 08:18:59+00:00
project 147649,Request Payment,2018-12-13 09:13:12+00:00
project 147649,Payment Handled,2018-12-17 17:31:09+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 19:48:51+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 19:48:57+00:00
project 147582,Request For Payment APPROVED by BUDGET OWNER,2018-12-10 09:54:57+00:00
project 147582,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-17 05:15:44+00:00
project 147582,Request Payment,2018-12-18 11:47:41+00:00
project 147582,Payment Handled,2018-12-20 17:31:30+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-12-07 19:51:35+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-12-07 19:51:40+00:00
project 147843,Request For Payment APPROVED by BUDGET OWNER,2018-12-10 09:50:53+00:00
project 147843,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-17 05:15:44+00:00
project 147843,Request Payment,2018-12-18 11:47:40+00:00
project 147843,Payment Handled,2018-12-20 17:31:30+00:00
project 148052,Request For Payment SUBMITTED by EMPLOYEE,2018-12-08 11:48:36+00:00
project 148052,Request For Payment APPROVED by ADMINISTRATION,2018-12-08 11:49:54+00:00
project 148052,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 09:29:25+00:00
project 148052,Request Payment,2018-12-10 14:02:30+00:00
project 148052,Payment Handled,2018-12-13 17:31:08+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-08 19:57:47+00:00
project 147546,Request For Payment REJECTED by ADMINISTRATION,2018-12-08 19:58:18+00:00
